sample	strain	community
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	53	9.264377e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	54	1.2804334e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	55	5.85014e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	58	1.11449125e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	59	9.97857e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	60	1.5178143e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	62	1.4198135e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	63	4.4472306e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	64	1.0741469e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	65	1.2225438e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	69	1.42036365e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	71	4.2776036e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	72	7.962653e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	73	1.5623595e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	76	1.104126e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	77	1.2964338e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	79	3.8098484e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	80	6.5210806e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302594__gtpro__crisp.tsv.temp	82	1.0797976e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	-1	5.066623e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	0	3.0550098e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	1	3.581103e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	2	6.0088845e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	4	1.4880653e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	5	4.6988564e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	6	1.7517006e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	8	1.5307495e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	10	2.1612618e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	11	1.6903393e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	14	1.995443e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	15	1.5793494e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	16	2.057636e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	17	1.3397744e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	19	1.6987551e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	22	1.8114861e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	23	1.5498354e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	25	1.6079561e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	27	1.4998619e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	29	1.7081139e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	33	1.5265172e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	34	1.4383802e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	39	1.65024e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	43	1.8825572e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	45	1.3140472e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	46	1.6349694e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	47	1.0541327e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	49	1.0350422e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	51	1.0280418e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	52	1.0639618e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	53	9.184231e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	54	1.6938857e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	55	9.42697e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	58	9.766181e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	59	1.3944743e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	60	2.0852033e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	62	1.8369966e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	63	1.0263999e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	64	9.86078e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	65	1.0111966e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	69	1.3397099e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	71	0.9999999
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	72	1.6012953e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	73	1.2369109e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	76	1.532732e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	77	1.8303664e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	79	1.3280955e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	80	1.5019965e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302611__gtpro__crisp.tsv.temp	82	1.5149705e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	-1	3.2376656e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	0	1.9322902e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	1	2.2912987e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	2	3.7719776e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	4	9.335957e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	5	0.9999992
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	6	1.0837691e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	8	9.442064e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	10	1.3402468e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	11	7.645051e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	14	1.41414995e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	15	9.986755e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	16	7.966788e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	17	7.381891e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	19	1.1364318e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	22	1.0623124e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	23	9.394821e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	25	7.306317e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	27	9.227874e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	29	5.0093116e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	33	9.3333705e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	34	8.7196e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	39	9.509129e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	43	4.470046e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	45	5.56596e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	46	1.8435696e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	47	4.3343853e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	49	9.396447e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	51	1.1235916e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	52	1.0187412e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	53	8.265277e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	54	1.0776173e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	55	4.9533164e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	58	9.305131e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	59	8.906258e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	60	1.3643157e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	62	1.2389407e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	63	3.6492576e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	64	9.321709e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	65	1.1039094e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	69	1.2623663e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	71	3.5041139e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	72	6.492607e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	73	1.3315955e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	76	9.0309875e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	77	1.1123257e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	79	3.1601954e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	80	5.469147e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302624__gtpro__crisp.tsv.temp	82	9.466754e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	-1	1.66073e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	0	1.1985529e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	1	1.6422115e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	2	2.4992303e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	4	6.256808e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	5	0.521131
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	6	3.1754462e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	8	5.8821706e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	10	4.331725e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	11	3.049356e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	14	4.889144e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	15	5.483431e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	16	2.4553256e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	17	2.1082033e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	19	3.262759e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	22	1.0759875e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	23	6.643502e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	25	1.9242741e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	27	4.9033173e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	29	1.5590847e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	33	5.733328e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	34	4.612895e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	39	2.9192404e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	43	1.289357e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	45	1.7655225e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	46	5.0860757e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	47	1.1605774e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	49	2.9515098e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	51	3.5719293e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	52	0.011148475
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	53	2.8191567e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	54	2.915413e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	55	1.5364371e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	58	5.059056e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	59	2.67722e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	60	4.3533595e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	62	3.4739074e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	63	1.0357531e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	64	5.607937e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	65	4.313016e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	69	4.0286469e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	71	9.405744e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	72	2.1860151e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	73	4.203098e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	76	4.981918e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	77	0.4676774
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	79	8.801082e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	80	1.5309772e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302627__gtpro__crisp.tsv.temp	82	6.1387453e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	-1	0.0019452578
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	0	3.0042543e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	1	3.1950813e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	2	8.990168e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	4	1.5603588e-05
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	5	0.7988061
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	6	1.2650521e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	8	1.8685694e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	10	2.4609758e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	11	1.0881901e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	14	2.4362303e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	15	0.010263086
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	16	8.948151e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	17	1.0847532e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	19	3.1415836e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	22	3.2039584e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	23	1.4568669e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	25	0.03436103
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	27	0.013960317
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	29	4.310592e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	33	1.7075408e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	34	1.4277919e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	39	1.5403305e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	43	4.864599e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	45	7.3983483e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	46	8.133338e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	47	3.5592302e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	49	1.9216159e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	51	1.6171891e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	52	2.829585e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	53	7.278485e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	54	1.1716984e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	55	0.018537605
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	58	1.3313546e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	59	3.956974e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	60	0.015164117
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	62	0.038262106
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	63	3.6646955e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	64	1.5658835e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	65	1.230123e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	69	2.9778193e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	71	3.8598452e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	72	8.269058e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	73	2.0516702e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	76	2.024668e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	77	0.06860556
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	79	2.7665465e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	80	7.4598404e-07
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302635__gtpro__crisp.tsv.temp	82	4.4082353e-06
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302649__gtpro__crisp.tsv.temp	-1	4.514414e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302649__gtpro__crisp.tsv.temp	0	2.7005396e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302649__gtpro__crisp.tsv.temp	1	3.1639178e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302649__gtpro__crisp.tsv.temp	2	5.2270663e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302649__gtpro__crisp.tsv.temp	4	1.307851e-08
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302649__gtpro__crisp.tsv.temp	5	0.99999994
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302649__gtpro__crisp.tsv.temp	6	1.3161208e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302649__gtpro__crisp.tsv.temp	8	1.3093782e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302649__gtpro__crisp.tsv.temp	10	1.6276034e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302649__gtpro__crisp.tsv.temp	11	9.983009e-10
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302649__gtpro__crisp.tsv.temp	14	1.8352784e-09
lactinv_gtpro_tsvs/temp_06_combine_filtered_reads_202302649__gtpro__crisp.tsv.temp	15	1.391539e-09
